;database_title;city;views;downloads;last_updated;download_link;description
532;2016 Census - Dwelling Unit by Ownership (Neighbourhood/Ward) ; edmonton  ;131;99;2016-10-24 22:08:21+00:00;  https://data.edmonton.ca/d/d2xp-ctch ;2016 Census - Dwelling Unit by Ownership (Neighbourhood/Ward) - All Census information is as of April 1, 2016. No data on any individual residence will be released. To protect the privacy of individuals, data is compiled and presented at the city, ward and neighbourhood level only. Neighbourhood results with a population under 50 are not posted to protect the information collected. Responses are voluntary consequently response rates vary among questions, neighbourhoods and wards.
533;Sewer Renewals ; edmonton  ;531;58;2017-09-25 15:44:05+00:00;  https://dashboard.edmonton.ca/d/5up9-65nx ;Sewer Renewals - Sewer Renewal measures the number of kilometers of sewer pipes that have been renewed or replaced as part of the Neighborhood Renewal Program.
534;Public Job Opportunities ; edmonton  ;130;5;2017-11-23 19:45:12+00:00;  https://data.edmonton.ca/d/7kmt-35ac ;Public Job Opportunities - Job opportunities open to the general public. This dataset is updated daily (MST) at 1:45 AM, 7:45 AM, 1:45 PM, and 7:45 PM.
535;LAP Visits ; edmonton  ;517;58;2017-08-17 18:02:04+00:00;  https://dashboard.edmonton.ca/d/7wwb-zx48 ;LAP Visits - Leisure Access Pass measures the number of Leisure Access Pass scans.
536;City Communication Survey - Edmonton Insight Community ; edmonton  ;128;161;2016-03-10 23:00:29+00:00;  https://data.edmonton.ca/d/b9fy-cbqs ;City Communication Survey - Edmonton Insight Community - This was one single topic among many as part of the second October  2014 Mixed Topic survey. Test link to view these questions: https://www.edmontoninsightcommunity.ca/R.aspx?a=128&t=1. Open from Oct 20 - 26, 2014. At the time the survey was launched survey invitations were sent to 1761 Insight Community Members. 896 members completed the survey which represents a completion rate of 51%. A total of 928 respondents completed the survey: 896 Insight Community Members and 32 using the anonymous link which will have no demographic info.
537;Edmonton Crime Severity Index ; edmonton  ;515;53;2017-06-02 17:02:00+00:00;  https://dashboard.edmonton.ca/d/dv3m-teat ;Edmonton Crime Severity Index - Edmonton Crime Severity Index measures the severity of crime in Edmonton. It accounts for Edmonton’s population, the number of crimes occurring, and the seriousness of the crimes. Data is based on crimes reported to the Edmonton Police Service (EPS) and submitted to Statistics Canada using UCR2 data (uniform-crime-reporting). UCR2 is a national data format that all police services use to allow for cross-jurisdictional comparisons of crime levels. Statistics Canada aggregates the data to calculate the Crime Severity Index. As crime is impacted by many factors, Edmonton Crime Severity Index is considered an indicator.
538;Biosolids Recycled ; edmonton  ;513;68;2017-06-20 16:18:22+00:00;  https://dashboard.edmonton.ca/d/ufaw-xtbh ;Biosolids Recycled - Biosolids Disposal measures the tonnes of biosolids generated and beneficially disposed through soil improvement and composting.
539;Major Attractions Attendance - Chart View ; edmonton  ;503;49;2016-04-15 17:42:21+00:00;  https://dashboard.edmonton.ca/d/xxrs-2zzq ;Major Attractions Attendance - Chart View - Major Attractions Attendance measures year to date attendance at major City of Edmonton attractions which include Fort Edmonton Park, John Janzen Nature Centre, Muttart Conservatory and the Edmonton Valley Zoo.
540; Per; edmonton  ;500;107;2017-02-07 17:12:33+00:00;  https://dashboard.edmonton.ca/d/wj9w-kkrb ;TWWG Waste Per Person
541;TWWG River Water Quality ; edmonton  ;499;101;2016-08-18 17:26:42+00:00;  https://dashboard.edmonton.ca/d/4k2z-djjh ;TWWG River Water Quality - The Alberta River Water Quality Index was developed as a way to summarize physical, chemical and biological data into a simple descriptor of water quality. The Index provides a simple snapshot of annual water quality conditions in major rivers of the province, such as the North Saskatchewan River. This index accounts for the inputs of all discharges in the region (municipal, industrial, agricultural and natural processes).
542;Sewers Cleaned ; edmonton  ;498;55;2017-09-25 15:45:25+00:00;  https://dashboard.edmonton.ca/d/gdcb-e7r7 ;Sewers Cleaned - Sewer Cleaning measures the number of kilometers of storm and sanitary sewer pipes that have been cleaned year to date.
543;Construction Values By Month ; edmonton  ;492;80;2017-11-14 17:10:23+00:00;  https://dashboard.edmonton.ca/d/tkwe-shaj ;Construction Values By Month - Total building construction value by month
544;Service Level ; edmonton  ;489;64;2017-11-14 16:59:11+00:00;  https://dashboard.edmonton.ca/d/c2gf-23xz ;Service Level - Percent of customers that wait up to 15 minutes before being served. Target is not to exceed 15 minutes of wait time at Front Counter.
545;2016 Census - Dwelling Unit by City Resource Access (Neighbourhood/Ward) ; edmonton  ;122;68;2016-11-03 21:01:34+00:00;  https://data.edmonton.ca/d/jqkz-za8y ;2016 Census - Dwelling Unit by City Resource Access (Neighbourhood/Ward) - All Census information is as of April 1, 2016. No data on any individual residence will be released. To protect the privacy of individuals, data is compiled and presented at the city, ward and neighbourhood level only. Neighbourhood results with a population under 50 are not posted to protect the information collected. Responses are voluntary consequently response rates vary among questions, neighbourhoods and wards.
546;it; edmonton  ;482;57;2017-08-09 20:25:13+00:00;  https://dashboard.edmonton.ca/d/xt8y-3tzz ;Building Permits
547;TWWG Community GHG ; edmonton  ;479;108;2017-06-16 20:52:12+00:00;  https://dashboard.edmonton.ca/d/v6md-jsmb ;TWWG Community GHG - The City monitors greenhouse gas trends to know Edmonton's relative contribution to climate change. Climate change is currently largely being driven by human emissions or CO2 and other gases that contribute to the atmospheric greenhouse effect. The total amount of greenhouse gas emissions is derived from the emissions from landfills and the use of fossil fuels (natural gas, grid electricity and vehicle fuels) within the City of Edmonton boundary.
548;Unemployment Rate Edmonton CMA ; edmonton  ;476;63;2017-02-18 00:03:47+00:00;  https://dashboard.edmonton.ca/d/sgij-r32u ;Unemployment Rate Edmonton CMA - The unemployment rate measures the number of unemployed people as a percentage of the total labour force (employed and unemployed).
549;Eco Station Users Monthly ; edmonton  ;475;54;2017-09-15 16:39:11+00:00;  https://dashboard.edmonton.ca/d/2zer-fm7k ;Eco Station Users Monthly - Eco Station users measures the number of vehicle visits to Edmonton's four Eco Stations.
550;TWWG Trees ; edmonton  ;466;119;2016-08-04 17:32:08+00:00;  https://dashboard.edmonton.ca/d/tjn9-mexy ;TWWG Trees - The inventory of City-maintained trees continues to grow each year. Although current tree planting endeavours play a significant role in maintaining tree canopy, additional strategies are required to increase the canopy to meet targets in the Urban Forest Management Plan.
551;Pets Saved ; edmonton  ;465;57;2017-10-02 17:24:23+00:00;  https://dashboard.edmonton.ca/d/3pi9-b3rf ;Pets Saved - Pets Rescued/Returned measures the percentage of adoptable cats and dogs received by Animal Care & Control that are live-released - either by being returned to their owners, or transferred to other agencies for adoption.  This measure may exceed 100% if feral cats (which are not adoptable) are live-released to barn homes, natural areas, or cat sanctuaries.
